관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
45113-02022,수성로공원,어린이공원,전라북도 전주시 덕진구 우아동1가 1118-1,,,,1158,운동기구,,"정자,벤치",,,1985-07-31,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02023,호동골공원,어린이공원,전라북도 전주시 덕진구 우아동1가 1124-5,전라북도 전주시 덕진구 동부대로 371 (우아동1가),35.8255123,127.1774157,1973,운동기구,"조합놀이대,시소","화장실,벤치",,,1985-07-31,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02024,신덕공원,어린이공원,전라북도 전주시 덕진구 우아동2가 854-3,전라북도 전주시 덕진구 진버들6길 18 (우아동2가),35.8376154,,1655.9,운동기구,조합놀이대,"정자,벤치",,,1993-08-17,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02025,아중18호공원,어린이공원,전라북도 전주시 덕진구 우아동2가 869-2,,35.8344548,127.1693015,1500,운동기구,,벤치,,,2005-07-29,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02026,석소공원,어린이공원,전라북도 전주시 덕진구 우아동2가 873-1,전라북도 전주시 덕진구 석소2길 14-5 (우아동2가),35.8341154,127.1691875,1500,"농구대,운동기구",조합놀이대,"정자,벤치",,,1985-07-31,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02027,왜들공원,어린이공원,전라북도 전주시 덕진구 우아동2가 895-6,,35.8321667,127.171825,1500,운동기구,조합놀이대,"정자,벤치",,,1985-07-31,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02028,오동제공원,어린이공원,전라북도 전주시 덕진구 우아동2가 910-4,,35.828725,127.1704625,1500,"농구대,운동기구","조합놀이대,그네","정자,벤치",,,1985-07-31,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02029,우아2공원,어린이공원,전라북도 전주시 덕진구 우아동3가 743-151,,35.8526139,127.1562423,1140,,,벤치,,,1976-03-27,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45111-03015,정문공원,소공원,전라북도 전주시 완산구 중동 779-15,,35.859214,127.059582,431.5,,,,,,2008-03-04,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03016,태평소공원,소공원,전라북도 전주시 완산구 태평동1가 299,전라북도 전주시 완산구 공북3길 20-1 (태평동),35.823736,127.1384268,768,,,벤치,,,2006-09-01,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03017,간납대1,소공원,전라북도 전주시 완산구 풍남동3가 83-16,,35.8171342,127.152027,1132,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03018,간납대2,소공원,전라북도 전주시 완산구 풍남동3가 9-26,,35.8162356,127.1553497,265,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-06001,기지재,수변공원,전라북도 전주시 완산구 장동 1094,전라북도 전주시 완산구 만지길 3 (효자동3가),35.8393526,127.0656012,161580.5,,,,,,2008-03-04,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01001,하늘공원,근린공원,전라북도 전주시 덕진구 덕진동2가 682,,35.845173,127.112922,25864,"농구대,운동기구",,"정자,벤치",,,2005-08-05,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01002,가련산공원,근린공원,전라북도 전주시 덕진구 덕진동2가 27-1,전라북도 전주시 덕진구 호반8길 13-23 (덕진동2가),35.843625,127.119214,324560,운동기구,,벤치,,,1966-02-10,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01003,만성지구 1,근린공원,전라북도 전주시 덕진구 만성동 452-447,,35.840928,127.078358,58582,,,,,,2008-12-12,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01004,만성지구 2,근린공원,전라북도 전주시 덕진구 만성동 962,,35.845102,127.078391,16604,,,,,,2011-12-29,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01005,덕진공원,근린공원,전라북도 전주시 덕진구 송천동1가 산 1-1,,35.847952,127.122718,3572667,"베드민턴장,축구장,풋살구장",그네,"화장실,벤치,매점",,"음악분수,보트장",1938-05-09,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01006,나들목공원,근린공원,전라북도 전주시 덕진구 용정동 124-41,,35.8761683,127.0557582,56941,운동기구,,"화장실,벤치",,,2004-05-21,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01007,중상보공원,근린공원,전라북도 전주시 덕진구 우아동2가 907,,35.8306652,127.1713126,11384,"배구장,축구장,농구대,운동기구",조합놀이대,"정자,화장실,벤치",,,1993-08-17,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01008,아람길공원,근린공원,전라북도 전주시 덕진구 인후동1가 858-3,,35.8306485,127.1682629,10066,"족구장,게이트볼구장,운동기구",,"정자,화장실,벤치",,,1993-08-17,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01009,인후공원,근린공원,전라북도 전주시 덕진구 인후동1가 산 4-6,,35.8418516,127.1594673,464940,운동기구,,"정자,화장실,벤치",,,1970-04-14,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01010,원장동공원,근린공원,전라북도 전주시 덕진구 장동 1065,,35.8414026,127.055179,16103.7,,,,,,2008-03-04,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01011,엽순공원,근린공원,전라북도 전주시 덕진구 장동 1073-1,,,127.067108,83224.7,,,,,,2008-03-04,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01012,팔복지구 1호공원,근린공원,전라북도 전주시 덕진구 팔복동1가 243-3,전라북도 전주시 덕진구 구렛들1길 46 (팔복동1가),35.8607124,127.1010834,16218,,,,,,2012-06-25,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01013,팔복지구 2호공원,근린공원,전라북도 전주시 덕진구 팔복동1가 294-2,전라북도 전주시 덕진구 신복5길 17 (팔복동1가),35.8546546,127.1057729,10788,,,,,,2012-06-25,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01014,팔복지구 3호공원,근린공원,전라북도 전주시 덕진구 팔복동2가 505,전라북도 전주시 덕진구 학산길 26-6 (팔복동2가),35.8557797,127.0933006,10185,,,,,,2012-06-25,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01015,팔곽공원,근린공원,전라북도 전주시 덕진구 팔복동2가 830-7,,35.855455,127.095419,11512.8,,,,,,2008-09-10,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01016,팔복공원,근린공원,전라북도 전주시 덕진구 팔복동3가 404,전라북도 전주시 덕진구 서귀로 107 (팔복동3가),35.850995,127.0879825,20723,"배구장,족구장,축구장,운동기구",시소,"정자,화장실,벤치",,,1984-11-08,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-01017,팔복첨단산업3-1,근린공원,전라북도 전주시 덕진구 반룡1길 18-3,전라북도 전주시 덕진구 팔복동 268,35.8598869053,127.0898283619,17397.5,운동기구,"조합놀이대,시소","정자,벤치",,,2011-12-01,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02001,꾀꼬리공원,어린이공원,전라북도 전주시 덕진구 금암동 1546-1,전라북도 전주시 덕진구 삼송5길 12 (금암동),35.843275,127.137299,3303,"게이트볼구장,운동기구",조합놀이대,벤치,,,1976-03-27,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02002,금암체련공원,어린이공원,전라북도 전주시 덕진구 금암동 1575-7,전라북도 전주시 덕진구 매봉16길 2 (금암동),35.838668,127.141655,3304.9,"게이트볼구장,운동기구",조합놀이대,"정자,벤치",,,1976-03-27,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02003,금암공원,어린이공원,전라북도 전주시 덕진구 금암동 756-4,전라북도 전주시 덕진구 떡전4길 22-5 (금암동),35.836854,127.129452,2033.7,"게이트볼구장,운동기구","조합놀이대,시소,그네","정자,벤치",,,1968-07-18,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45113-02004,쇠똥구리공원,어린이공원,전라북도 전주시 덕진구 덕진동2가 657,,35.845173,127.112922,1555,,조합놀이대,"정자,벤치",,,2005-08-05,전라북도 전주시 덕진구청,063-270-6389,2020-10-21,6450000,전라북도
45111-02081,효자제2호공원,어린이공원,전라북도 전주시 완산구 효자동3가 1615-22,,35.8341798,127.1027015,1672.4,"농구대,운동기구","조합놀이대,그네","정자,벤치",,,2002-07-12,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-02082,효자제3호공원,어린이공원,전라북도 전주시 완산구 효자동3가 1641-7,,35.8322637,127.0984445,1721.1,,"조합놀이대,시소","정자,벤치",,,2002-07-12,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-02083,효자제4호공원,어린이공원,전라북도 전주시 완산구 효자동3가 1687-13,,35.8300667,127.0990875,1716,운동기구,"조합놀이대,시소","정자,벤치",,,2002-07-12,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-02084,효자제5호공원,어린이공원,전라북도 전주시 완산구 효자동3가 1713-18,,35.8164425,127.0962772,1580.4,"농구대,다목적구장,운동기구",조합놀이대,"정자,벤치",,,2002-07-12,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-02085,효자공원,어린이공원,전라북도 전주시 완산구 효자동3가산19,,35.8368478,127.1048344,3240,,,벤치,,,2006-02-17,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03001,추심정 2,소공원,전라북도 전주시 완산구 남노송동 102-13,,35.818302,127.154949,244,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03002,추심정 1,소공원,전라북도 전주시 완산구 남노송동 156-35,전라북도 전주시 완산구 기린대로 106 (남노송동),35.818827,127.154937,180,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03003,학봉,소공원,전라북도 전주시 완산구 동서학동 314-1,전라북도 전주시 완산구 학봉1길 5-39 (동서학동),35.804221,,674,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03004,산성 1,소공원,전라북도 전주시 완산구 동서학동 847-4,,35.806843,127.159626,398,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03005,산성 2,소공원,전라북도 전주시 완산구 동서학동 860-2,전라북도 전주시 완산구 황학1길 6-3 (동서학동),35.807862,127.157184,275,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03006,원각사,소공원,전라북도 전주시 완산구 동완산동 173-8,,35.808567,127.153062,238,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03007,불무 2,소공원,전라북도 전주시 완산구 서서학동 102-2,,35.804809,127.146556,257,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03008,불무 1,소공원,전라북도 전주시 완산구 서서학동 369-3,전라북도 전주시 완산구 장승배기9길 18 (서서학동),35.804216,127.146753,478,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03009,장승백이,소공원,전라북도 전주시 완산구 서서학동 370-46,전라북도 전주시 완산구 장승배기6길 13-6 (서서학동),35.8019409,127.1451674,325,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03010,흑석골,소공원,전라북도 전주시 완산구 서서학동 986-6,전라북도 전주시 완산구 서서학동 986-6,35.7976637,127.1494195,1689,,,,,,2010-03-05,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03011,바구멀,소공원,전라북도 전주시 완산구 서신동 8-4,,35.8283414,127.1252804,314,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03012,가락구역,소공원,전라북도 전주시 완산구 서완산동1가 525-6,,35.8127361,127.1385021,750,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03013,가락구역,소공원,전라북도 전주시 완산구 서완산동1가 574-11,,35.8118491,127.1383645,219,,,,,,2008-06-20,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-03014,원중공원,소공원,전라북도 전주시 완산구 장동 1092-15,,35.8425686,127.0643556,3987.9,,,,,,2008-03-04,전라북도 전주시 완산구청,063-220-5438,2020-10-21,6450000,전라북도
45111-00008,완산공원,근린공원,,전라북도 전주시 완산구 동완산동 산 121-1,35.80968239,127.1417695,650887,"배드민턴장,농구대,운동기구","조합놀이대,시소","정자,화장실,벤치",,,1992-05-08,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2107,2021-08-31,4640000,전라북도 전주시
45111-00009,상산공원,어린이공원,,전라북도 전주시 완산구 삼천동1가 577,35.8006886,127.1198769,1658,운동기구,"시소,그네","정자,화장실,벤치",,,1986-07-29,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2808,2021-08-31,4640000,전라북도 전주시
28237-00003,마장공원,근린공원,,인천광역시 부평구 산곡동 261-1,37.50067417,126.7075339,15020,운동기구 등,어린이 놀이시설 등,쉼터 및 휴게소 등,,,1944-01-08,부평구,032-504-2114,2021-09-28,3540000,인천광역시 부평구
28237-00004,밤골공원,근린공원,,인천광역시 부평구 부개동 446,37.48374019,126.7337229,10111,운동기구 등,어린이 놀이시설 등,쉼터 및 휴게소 등,,,2003-11-29,부평구,032-504-2114,2021-09-28,3540000,인천광역시 부평구
28237-00005,신트리공원,근린공원,,인천광역시 부평구 부평동 880,37.50658091,126.7236393,58594,운동기구 등,어린이 놀이시설 등,쉼터 및 휴게소 등,,,1944-01-08,부평구,032-504-2114,2021-09-28,3540000,인천광역시 부평구
28237-00006,굴포공원,근린공원,,인천광역시 부평구 갈산동 373-1,37.50921411,126.7243372,20529,운동기구 등,어린이 놀이시설 등,쉼터 및 휴게소 등,,,1989-07-18,부평구,032-504-2114,2021-09-28,3540000,인천광역시 부평구
28237-00007,사근공원,근린공원,,인천광역시 부평구 갈산동 376,37.50862714,126.7243195,15914,운동기구 등,어린이 놀이시설 등,쉼터 및 휴게소 등,,,1989-07-18,부평구,032-504-2114,2021-09-28,3540000,인천광역시 부평구
28237-00008,갈산공원,근린공원,,인천광역시 부평구 갈산동 130-1,37.50862714,126.7243195,45686,운동기구 등,어린이 놀이시설 등,쉼터 및 휴게소 등,,,1944-01-08,부평구,032-504-2114,2021-09-28,3540000,인천광역시 부평구
45111-00001,추심정 2,소공원,,전라북도 전주시 완산구 남노송동 102-13,35.8183021,127.1549494,244,,,,,,2008-06-20,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2808,2021-08-31,4640000,전라북도 전주시
45111-00002,추심정 1,소공원,,전라북도 전주시 완산구 남노송동 156-35,35.8188266,127.1548864,180,,,,,,2008-06-20,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2808,2021-08-31,4640000,전라북도 전주시
45111-00003,학봉,소공원,,전라북도 전주시 완산구 동서학동 314-1,35.8042205,127.1525704,674,,,,,,2008-06-20,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2808,2021-08-31,4640000,전라북도 전주시
45111-00004,산성 1,소공원,,전라북도 전주시 완산구 동서학동 847-4,35.8068432,127.1596261,210,,,,,,2008-06-20,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2808,2021-08-31,4640000,전라북도 전주시
45111-00005,산성 2,소공원,,전라북도 전주시 완산구 동서학동 860-2,35.8078617,127.1571844,321,,,,,,2008-06-20,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2808,2021-08-31,4640000,전라북도 전주시
45111-00006,산성공원,역사공원,,전라북도 전주시 완산구 동서학동 산 157,35.7953531,127.1602416,1630490,운동기구,,"정자,화장실,벤치",,,1966-02-10,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2107,2021-08-31,4640000,전라북도 전주시
45111-00007,원각사,소공원,,전라북도 전주시 완산구 동완산동 272-1,35.81141643,127.1428994,238,,,,,,2008-06-20,전라북도 전주시 정원도시자원순환본부 공원관리과,063-281-2808,2021-08-31,4640000,전라북도 전주시
46230-00017,호북,어린이공원,전라남도 광양시 광양읍 칠성리 252,전라남도 광양시 광양읍 칠성리 252,34.978022,127.5855679,1413,,"조합놀이대, 오르는기구, 흔들놀이기구",,,,1986-07-05,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00018,인서1,어린이공원,전라남도 광양시 광양읍 인서리 479-1,전라남도 광양시 광양읍 인서리 479-1,34.96792196,127.582813,2250.1,,"조합놀이대, 그네, 흔들놀이기구",화장실,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00019,인서2,어린이공원,전라남도 광양시 광양읍 인서리 463-4,전라남도 광양시 광양읍 인서리 463-4,34.96920657,127.5871529,2250,,"조합놀이대, 그네, 흔들놀이기구",화장실,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00020,덕례1,어린이공원,전라남도 광양시 광양읍 덕례리 1697,전라남도 광양시 광양읍 덕례리 1697,34.96418184,127.5729013,3410,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00021,덕례2,어린이공원,전라남도 광양시 광양읍 덕례리 1733-1,전라남도 광양시 광양읍 덕례리 1733-1,34.96386089,127.5755224,5223,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00022,예구,어린이공원,전라남도 광양시 광양읍 덕례리 1789-1,전라남도 광양시 광양읍 덕례리 1789-1,34.965805,127.567649,1746,,조합놀이대,,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00023,덕산,어린이공원,전라남도 광양시 광양읍 덕례리 1781-1,전라남도 광양시 광양읍 덕례리 1781-1,34.967241,127.563237,1986,,조합놀이대,,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00024,덕례5,어린이공원,전라남도 광양시 광양읍 덕례리 1667,전라남도 광양시 광양읍 덕례리 1667,34.96619129,127.569187,3010,,,,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00025,용강1,어린이공원,전라남도 광양시 광양읍 용강리 886-1,전라남도 광양시 광양읍 용강리 886-1,34.976637,127.608261,1861.4,,"조합놀이대, 그네, 흔들놀이기구",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
46230-00026,용강2,어린이공원,전라남도 광양시 광양읍 용강리 867,전라남도 광양시 광양읍 용강리 867,34.97312129,127.6073218,5390.5,,"조합놀이대, 그네, 흔들놀이기구, 정글짐",,,,,광양시 공원녹지사업소,061-797-2512,2021-09-28,4840000,전라남도 광양시
44270-00045,공원:149(수청1지구),어린이공원,,충청남도 당진시 수청동 549,36.89717148,126.652101,9074,,,,,,2019-01-24,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00046,공원:150(수청1지구),어린이공원,,충청남도 당진시 수청동 634-1,,,1625,,,,,,2019-01-24,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00047,공원:151(수청1지구),어린이공원,,충청남도 당진시 수청동 335-1,,,1519,,,,,,2019-01-24,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00048,공원:152(수청1지구),어린이공원,,충청남도 당진시 수청동 655-27,,,5808,,,,,,2019-01-24,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00049,공원:153(수청1지구),근린공원,,충청남도 당진시 수청동 651-6,,,34995,,,,,,2019-01-24,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00050,공원:155(당진도시지역),소공원,,충청남도 당진시 읍내동 454-5,,,318,,,,,,2020-03-06,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00051,공원:156호,문화공원,,충청남도 당진시 읍내동 232-85,36.89397081,126.6319455,13659,,,,,,2020-06-10,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00052,공원:157호,수변공원,,충청남도 당진시 채운동 992-1,,,3967,,,,,,2020-06-10,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00053,공원:158(당진도시지역),소공원,,충청남도 당진시 읍내동 454-3,,,362,,,,,,2020-03-06,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00054,공원:159,어린이공원,,충청남도 당진시 채운동 산65-4,,,6696,,,,,,1968-10-21,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00055,공원:160(당진2지구),어린이공원,,충청남도 당진시 우두동 439-3,36.90454486,126.6289607,5255,,,,,,2020-10-13,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00056,공원:161(당진2지구),수변공원,,충청남도 당진시 우두동 395-8,,,3988,,,,,,2020-10-13,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00057,공원:162(당진2지구),수변공원,,충청남도 당진시 우두동 388,,,6432,,,,,,2020-10-13,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00058,공원:163(당진2지구),수변공원,,충청남도 당진시 우두동 475-1,,,2640,,,,,,2020-10-13,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00059,공원:301(합덕:01 하운공원),근린공원,,충청남도 당진시 합덕읍 운산리 28-1,36.80105358,126.778304,20866,,,,,,1977-02-17,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00060,공원:302(합덕:02 운산공원),근린공원,,충청남도 당진시 합덕읍 운산리 941-6,36.8058004,126.7652644,6810,,,,,,1996-12-14,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00061,공원:303(합덕:03 교동(소들)공원),근린공원,,충청남도 당진시 우강면 창리 366-30,36.80671918,126.7789728,22870,,,,,,1985-12-26,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00062,공원:304(합덕:04 서동공원),어린이공원,,충청남도 당진시 합덕읍 운산리 321-6,36.8100723,126.7683262,1529,,,,,,1978-04-12,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00063,공원:305(합덕:05 중동공원),어린이공원,,충청남도 당진시 합덕읍 운산리 251-1,36.8056761,126.7710906,1493,,,,,,1978-04-12,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00064,공원:306(합덕:06 중앙공원),어린이공원,,충청남도 당진시 합덕읍 운산리 295-20,36.80945017,126.7737065,1500,,,,,,1978-04-12,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00067,공원:309(합덕10 우강송산지구),어린이공원,,충청남도 당진시 우강면 송산리 411-5,36.484201,126.462365,2212,,,,,,2010-12-20,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00068,공원:310(합덕11 우강송산지구),어린이공원,,충청남도 당진시 우강면 송산리 410,36.482458,126.462957,3245,,,,,,2010-12-20,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00069,공원:311(합덕 도시지역),소공원,,충청남도 당진시 합덕읍 운산리 291-60,36.80834432,126.7776551,878,,,,,,2020-03-06,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00070,공원:401호,역사공원,,충청남도 당진시 성상리 779-4,,,11446,,,,,,2020-06-10,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00071,공원:501(신평:01 신평공원),근린공원,,충청남도 당진시 신평면 금천리 산13-1,36.8856091,126.7821793,11776,,,,,,2000-12-23,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00072,공원:502(신평:03 거산공원),근린공원,,충청남도 당진시 신평면 거산리 62-1,36.87852686,126.758081,23451,,,,,,2000-12-23,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00073,공원:503(신평:05 정우공원),어린이공원,,충청남도 당진시 신평면 금천리 880-10,36.884801,126.7691922,2904,,,,,,2000-12-23,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00074,공원:504(신평:06 공간공원),어린이공원,,충청남도 당진시 신평면 거산리 877,36.8824741,126.7591698,1544,,,,,,2000-12-23,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
44270-00076,공원:601(송악:01 기지시공원),근린공원,,충청남도 당진시 송악읍 기지시리 153-46,36.90227998,126.6958419,44630,,,,,,1973-07-23,당진시,041-350-4212,2021-09-23,5680000,충청남도 당진시
47920-00001,내성공원,근린공원,경상북도 봉화군 봉화읍 거촌로 28-11,경상북도 봉화군 봉화읍 내성리 산 16-1,36.8911656755,128.7438007252,104331,,,,,,1973-04-25,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00003,포저공원,근린공원,경상북도 봉화군 봉화읍 내성로 130,경상북도 봉화군 봉화읍 내성리 산 7-1,36.8937051567,128.7399868159,1530,,,,,,1973-04-25,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00004,춘양공원,근린공원,,경상북도 봉화군 춘양면 의양리 산 41-1,36.941482,128.911445,580,,,,,,1977-04-28,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00008,내성제5호공원,어린이공원,,경상북도 봉화군 봉화읍 내성리 449-5,36.888118,128.737454,1630,,,,,,1984-10-05,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00011,낙천공원,어린이공원,,경상북도 봉화군 춘양면 의양리 220-1,36.944421,128.912537,1603,,,,,,2003-07-02,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00009,평촌공원,소공원,,경상북도 봉화군 춘양면 의양리 387-19,36.936131,128.915566,547,,,,,,1986-08-02,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00010,내성제6호공원,소공원,경상북도 봉화군 봉화읍 내성로1길 3-4,경상북도 봉화군 봉화읍 내성리 201-3,36.8864462506,128.7407347054,660,,,,,,1997-08-27,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00013,유곡농공단지소공원,소공원,,경상북도 봉화군 봉화읍 유곡리 1104-4,36.899787,128.760341,3654,,,,,,2011-02-23,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
47920-00014,해저소공원1,소공원,,경상북도 봉화군 봉화읍 해저리 1217,36.894483,128.725648,462.9,,,,,,2018-05-31,경상북도 봉화군청,054-679-6432,2021-09-28,5240000,경상북도 봉화군
